player_name_clean,year_ahead,Shooting,Playmaking,Perimeter_Defense,Interior_Defense,Rebounding,Scoring,Efficiency,Impact
john collins,2,-0.0172,0.0005,-0.0218,-0.0113,-0.0124,-0.0199,-0.0141,-0.0244
john collins,3,-0.0174,-0.0099,-0.0239,-0.0135,-0.0125,-0.0204,-0.0142,-0.0286
john collins,4,-0.0103,0.0002,-0.0448,-0.0194,-0.0181,-0.0173,-0.0093,-0.0352
john collins,5,-0.0225,-0.0064,-0.0457,-0.0294,-0.0209,-0.0221,-0.0185,-0.0318
john konchar,1,0.0215,0.0218,0.0327,0.0282,0.0159,0.0233,0.0053,0.0098
john konchar,2,0.0154,0.0203,0.0334,0.0214,0.0035,0.0164,0.0029,0.0074
john konchar,3,0.0073,0.0298,0.0299,0.0193,0.0025,0.008,-0.0021,0.0062
john konchar,4,0.0147,0.0085,0.019,0.0143,0.0063,0.0107,-0.0076,0.0059
john konchar,5,0.0218,0.0071,0.0316,0.0248,0.0099,0.0165,-0.0106,0.0063
johni broome,1,0.0364,0.0301,0.0555,0.1814,0.0294,0.0344,0.0276,0.1284
johni broome,2,0.0387,0.0431,0.0582,0.1833,0.0328,0.0321,0.0213,0.0863
johni broome,3,0.0319,0.0531,0.0395,0.1881,0.0228,0.0258,0.0186,0.0856
johni broome,4,0.0304,0.0312,0.0343,0.1889,0.035,0.0285,0.0058,0.0765
johni broome,5,0.0285,0.023,0.0372,0.1698,0.018,0.0292,0.0037,0.0445
johnny furphy,1,0.0238,0.0181,0.0302,0.0863,0.0289,0.0248,0.0009,0.0626
johnny furphy,2,0.0238,0.0169,0.0325,0.1455,0.0249,0.0244,0.0064,0.0846
johnny furphy,3,0.0206,0.0235,0.0271,0.1842,0.0274,0.021,0.0097,0.0798
johnny furphy,4,0.0229,0.0197,0.0134,0.1563,0.0262,0.0238,0.0098,0.0581
johnny furphy,5,0.0219,0.0182,0.0335,0.1498,0.0346,0.0246,0.0006,0.0629
johnny juzang,1,0.0375,0.0313,0.0503,0.1829,0.0294,0.0338,0.0047,0.0472
johnny juzang,2,0.0326,0.0373,0.038,0.1686,0.0274,0.0268,0.0006,0.025
johnny juzang,3,0.0284,0.053,0.037,0.1743,0.0292,0.0233,0.0013,0.0189
johnny juzang,4,0.0201,0.0466,0.0449,0.1737,0.022,0.024,-0.0002,0.014
johnny juzang,5,0.0259,0.0281,0.0396,0.175,0.0305,0.0252,0.0016,0.0134
jonas valanciunas,1,0.0315,0.0309,0.0339,0.0448,0.0197,0.0266,-0.0061,0.0069
jonas valanciunas,2,0.0368,0.0249,0.0281,0.052,0.0205,0.0342,-0.0078,0.0214
jonas valanciunas,3,0.0371,0.009,0.0193,0.0459,0.0244,0.0348,-0.014,0.0214
jonas valanciunas,4,0.0368,0.0233,0.0273,0.0418,0.0278,0.0327,-0.0133,0.0211
jonas valanciunas,5,0.0356,0.0136,0.0188,0.033,0.0258,0.0315,-0.0152,0.0209
jonathan isaac,1,0.0469,0.0444,0.0575,0.0558,0.0354,0.0483,-0.0012,0.025
jonathan isaac,2,0.0556,0.0448,0.0612,0.0783,0.0336,0.057,-0.0005,0.0268
jonathan isaac,3,0.0479,0.0329,0.0543,0.1018,0.0311,0.045,-0.0064,0.0264
jonathan isaac,4,0.055,0.0286,0.0522,0.1128,0.0294,0.0512,-0.0053,0.0263
jonathan isaac,5,0.046,0.0431,0.0502,0.1352,0.0249,0.0453,-0.0062,0.027
jonathan kuminga,1,-0.0031,0.0166,-0.03,-0.0168,-0.0039,0.0001,-0.0127,-0.0277
jonathan kuminga,2,-0.0047,0.0154,-0.0241,-0.0159,-0.0066,-0.0055,-0.0162,-0.0248
jonathan kuminga,3,-0.012,-0.0026,-0.037,-0.0137,-0.0086,-0.0077,-0.0166,-0.0233
jonathan kuminga,4,-0.0201,-0.0071,-0.0343,-0.0165,-0.0078,-0.0124,-0.0113,-0.0264
jonathan kuminga,5,-0.0085,-0.0093,-0.0347,-0.0224,-0.0064,-0.0162,-0.0188,-0.027
jonathan mogbo,1,0.0256,0.0118,0.0289,0.1089,0.0285,0.0281,0.011,0.0477
jonathan mogbo,2,0.0198,0.0129,0.0292,0.1578,0.0213,0.0192,0.0068,0.0458
jonathan mogbo,3,0.0209,0.0119,0.0299,0.1524,0.0276,0.0223,0.0017,0.0471
jonathan mogbo,4,0.0273,0.0069,0.0253,0.1345,0.03,0.0294,0.0017,0.0234
jonathan mogbo,5,0.027,0.0112,0.0323,0.1325,0.0337,0.028,-0.0012,0.0155
jordan clarkson,1,0.0169,0.0034,-0.0085,0.0122,0.0195,0.0173,-0.0159,0.0223
jordan clarkson,2,0.0166,0.011,-0.0149,0.0294,0.0221,0.014,-0.0209,0.0449
jordan clarkson,3,0.0101,0.001,-0.0115,0.0203,0.0189,0.0058,-0.0174,0.0165
jordan clarkson,4,0.0254,-0.0014,-0.0043,0.0182,0.0146,0.0209,-0.0186,0.0218
jordan clarkson,5,0.022,-0.0126,-0.0035,0.0102,0.0119,0.0196,-0.02,0.0224
jordan goodwin,1,0.0234,0.0199,0.0211,0.0042,0.0272,0.0273,0.001,0.0245
jordan goodwin,2,0.0209,0.0274,0.0277,0.0067,0.0288,0.0225,0.0023,0.0142
jordan goodwin,3,0.0162,0.0334,0.0255,0.0163,0.0196,0.0217,-0.0,0.0143
jordan goodwin,4,0.007,0.013,0.0139,0.0221,0.0108,0.0142,-0.0033,0.011
jordan goodwin,5,0.0113,0.0142,0.0133,0.0166,0.0066,0.004,-0.0048,0.0102
jordan hawkins,1,0.0348,0.0216,0.05,0.0364,0.0252,0.0326,-0.0064,0.0228
jordan hawkins,2,0.0471,0.0233,0.0338,0.0752,0.0478,0.0429,-0.0073,0.0387
jordan hawkins,3,0.0378,0.0358,0.0273,0.1237,0.036,0.0346,-0.0006,0.0632
jordan hawkins,4,0.0314,0.0302,0.0434,0.1591,0.0382,0.0323,0.0086,0.0662
jordan hawkins,5,0.0282,0.0388,0.0308,0.1374,0.0313,0.0292,0.004,0.0539
jordan mclaughlin,1,0.0466,0.0272,0.0623,0.1576,0.0366,0.0493,0.0047,0.0459
jordan mclaughlin,2,0.0478,0.0311,0.0607,0.1483,0.0293,0.0483,-0.0011,0.0409
jordan mclaughlin,3,0.0467,0.0429,0.0512,0.1444,0.0273,0.0449,-0.0054,0.0407
jordan mclaughlin,4,0.0453,0.0465,0.0447,0.1352,0.0285,0.0443,-0.0037,0.0414
jordan mclaughlin,5,0.0731,0.042,0.0599,0.1468,0.0249,0.0733,-0.0067,0.0434
jordan miller,1,0.0329,0.0101,0.052,0.2085,0.0268,0.03,0.0052,0.1078
jordan miller,2,0.0304,0.0225,0.059,0.1982,0.0324,0.0247,0.0003,0.1005
jordan miller,3,0.0253,0.0291,0.0412,0.1612,0.024,0.0288,-0.0033,0.0491
jordan miller,4,0.0292,0.0292,0.0431,0.1635,0.0412,0.0258,0.0011,0.0432
jordan miller,5,0.0226,0.0174,0.0263,0.1563,0.0133,0.0228,0.0001,0.0398
jordan poole,1,-0.017,-0.0028,-0.0221,0.0014,-0.0098,-0.0154,-0.0083,-0.0273
jordan poole,2,-0.0133,-0.0017,-0.0355,-0.0231,-0.0077,-0.0135,-0.0126,-0.0294
jordan poole,3,-0.0131,0.0005,-0.0202,-0.0178,-0.009,-0.0126,-0.0095,-0.0276
jordan poole,4,-0.0167,0.0034,-0.0377,-0.0114,-0.0097,-0.0179,-0.0151,-0.0241
jordan poole,5,-0.0157,-0.0057,-0.0368,-0.0297,-0.0188,-0.0151,-0.0166,-0.0289
jordan walsh,1,0.0305,0.0017,0.0434,0.0105,0.0146,0.0279,0.0254,0.1161
jordan walsh,2,0.0348,0.0116,0.0413,0.0149,0.0151,0.0336,0.0173,-0.0201
jordan walsh,3,0.0088,0.0079,0.002,0.0222,0.0028,0.0163,0.0117,-0.0322
jordan walsh,4,0.0009,0.0096,0.0244,0.0123,0.0072,-0.0028,0.0034,-0.0031
jordan walsh,5,0.0035,-0.0077,0.0144,0.0205,0.0064,0.002,-0.0062,-0.0018
jose alvarado,1,0.0092,0.0089,-0.0016,0.0017,0.0135,0.0032,-0.0161,-0.0013
jose alvarado,2,0.0077,0.0047,0.0059,-0.0077,0.0043,0.0036,-0.0135,-0.0078
jose alvarado,3,0.0022,-0.006,0.0244,0.0073,-0.0009,0.0009,-0.009,-0.0113
jose alvarado,4,-0.001,-0.0219,0.0028,0.0006,-0.0053,-0.0056,-0.0211,-0.0189
jose alvarado,5,-0.0036,-0.0039,0.0057,0.0052,-0.006,0.0092,-0.0169,-0.0188
josh giddey,1,-0.0102,-0.0193,-0.0342,-0.0242,-0.0199,-0.0098,0.0409,-0.012
josh giddey,2,-0.0163,-0.0196,-0.026,-0.0376,-0.0194,-0.0206,0.0377,-0.0159
josh giddey,3,-0.0176,-0.0236,-0.038,-0.0134,-0.0283,-0.0207,0.0375,-0.0377
josh giddey,4,-0.013,-0.0192,-0.0368,-0.0344,-0.0276,-0.0171,0.0379,-0.0439
josh giddey,5,-0.0227,-0.0215,-0.039,-0.0203,-0.0309,-0.0146,0.0358,-0.0115
josh hart,1,-0.0121,-0.0141,-0.0327,-0.0174,-0.0134,-0.0159,-0.0013,-0.0111
josh hart,2,-0.0205,-0.012,-0.0339,-0.0237,-0.0227,-0.0175,-0.0114,-0.0212
josh hart,3,-0.0203,-0.0164,-0.0425,-0.034,-0.024,-0.019,-0.0189,-0.0289
josh hart,4,-0.0153,-0.0124,-0.0574,-0.0263,-0.0157,-0.0208,-0.0157,-0.0396
josh hart,5,-0.0192,-0.0149,-0.0681,-0.034,-0.024,-0.0286,-0.019,-0.0375
josh minott,1,0.0044,-0.0016,0.0231,0.0157,0.0299,0.003,0.0038,0.1289
josh minott,2,0.015,0.0116,0.0221,0.0156,0.025,0.015,-0.0027,0.0286
josh minott,3,0.0183,0.0162,0.0411,0.017,0.0343,0.0239,-0.0042,0.0061
josh minott,4,0.0209,0.0182,0.0271,0.0238,0.0219,0.0259,0.0032,0.0108
josh minott,5,0.0251,0.0167,0.0326,0.0178,0.0381,0.028,0.0034,0.0166
josh okogie,1,0.0146,0.0296,0.028,0.0097,0.0111,0.012,-0.0091,0.0373
josh okogie,2,0.0118,0.0282,0.0285,0.0032,0.0126,0.0103,-0.0088,0.0086
josh okogie,3,0.0127,0.032,0.032,0.0071,0.013,0.016,-0.008,0.0106
josh okogie,4,0.0128,0.0217,0.0228,0.0032,0.0061,0.008,-0.0122,0.0044
josh okogie,5,0.0101,0.0223,0.0204,-0.0035,0.0048,0.0074,-0.0118,-0.0016
jrue holiday,1,-0.0187,-0.0358,-0.0481,-0.0498,-0.0352,-0.0174,-0.0097,-0.0169
jrue holiday,2,-0.0174,-0.0377,-0.0453,-0.0333,-0.0265,-0.0183,-0.0177,-0.027
jrue holiday,3,-0.0154,-0.0405,-0.047,-0.0246,-0.0224,-0.0172,-0.0199,-0.0368
jrue holiday,4,-0.0158,-0.0463,-0.0593,-0.0359,-0.0301,-0.0167,-0.0228,-0.0315
jrue holiday,5,-0.0136,-0.0484,-0.0576,-0.0278,-0.0288,-0.0174,-0.0248,-0.0007
julian champagnie,1,-0.0161,0.0066,-0.0095,-0.0231,0.0025,-0.0125,0.006,-0.0194
julian champagnie,2,-0.0169,0.0034,-0.0256,-0.0329,-0.0083,-0.0205,0.0135,-0.0225
julian champagnie,3,-0.0111,-0.0114,-0.0345,-0.0162,-0.002,-0.0154,0.0138,-0.0183
julian champagnie,4,-0.0144,-0.0131,-0.0108,-0.0228,-0.0043,-0.0147,0.005,-0.0261
julian champagnie,5,-0.0137,-0.0091,-0.0284,-0.0286,-0.01,-0.0108,0.0014,-0.0198
julian phillips,1,0.0373,0.031,0.0497,0.0572,0.0301,0.0346,0.0009,0.0166
julian phillips,2,0.0297,0.028,0.0448,0.0981,0.0354,0.0296,0.0049,0.0253
julian phillips,3,0.0361,0.038,0.035,0.1154,0.0233,0.0379,0.0074,0.0336
julian phillips,4,0.0289,0.0318,0.0433,0.1352,0.0331,0.0356,0.0064,0.0488
julian phillips,5,0.0322,0.0344,0.0332,0.1423,0.0247,0.0367,0.0065,0.0523
julian strawther,1,0.0275,0.022,0.0548,0.1313,0.0256,0.0275,0.0151,0.0754
julian strawther,2,0.0302,0.0408,0.0584,0.1997,0.0304,0.0291,0.0178,0.0794
julian strawther,3,0.0254,0.0481,0.0344,0.1835,0.0223,0.0269,0.0144,0.0569
julian strawther,4,0.0309,0.0248,0.0478,0.1798,0.0368,0.0303,0.0033,0.0614
julian strawther,5,0.0259,0.0311,0.0376,0.1738,0.0188,0.0243,0.009,0.0514
julius randle,1,-0.0204,-0.0382,-0.0458,-0.0351,-0.0222,-0.0176,0.0313,-0.0101
julius randle,2,-0.0308,-0.0483,-0.0617,-0.0316,-0.0335,-0.0273,0.0255,-0.0197
julius randle,3,-0.0187,-0.0462,-0.0618,-0.0571,-0.0317,-0.024,0.0202,-0.0449
julius randle,4,-0.0281,-0.0539,-0.0653,-0.0344,-0.0456,-0.0301,0.0078,-0.0508
julius randle,5,-0.0262,-0.0485,-0.0646,-0.04,-0.0424,-0.0214,-0.0043,-0.0303
justin champagnie,1,0.0206,0.0184,0.0321,0.0531,0.0306,0.0237,0.0051,0.0512
justin champagnie,2,0.0186,0.0203,0.0444,0.051,0.0284,0.0229,0.0094,0.061
justin champagnie,3,0.0222,0.025,0.0354,0.0536,0.0262,0.0284,0.0045,0.0602
justin champagnie,4,0.0276,0.0244,0.0434,0.0471,0.0342,0.0274,0.0021,0.0537
justin champagnie,5,0.0269,0.0219,0.0372,0.0512,0.0286,0.0312,0.0006,0.0557
justin edwards,1,0.0248,-0.0036,0.0621,0.024,0.0208,0.0253,-0.0056,0.0202
justin edwards,2,0.0285,0.0041,0.0402,0.0342,0.0402,0.0304,-0.0068,0.018
justin edwards,3,0.0296,0.0077,0.0343,0.0447,0.0234,0.0312,-0.0075,0.0381
justin edwards,4,0.0258,0.0185,0.0398,0.0246,0.0445,0.0283,0.0009,0.0112
justin edwards,5,0.0296,0.0198,0.041,0.0374,0.0316,0.0295,0.0088,0.0186
jusuf nurkic,1,-0.0121,0.0062,0.0121,0.0003,-0.0079,-0.0156,-0.0136,-0.0038
jusuf nurkic,2,-0.0233,0.0002,0.0111,-0.0053,-0.0098,-0.0173,-0.0186,-0.0088
jusuf nurkic,3,-0.0196,-0.011,-0.0103,-0.0063,-0.0132,-0.0132,-0.0192,-0.0301
jusuf nurkic,4,-0.0106,-0.0194,-0.032,0.002,-0.0202,-0.0219,-0.0132,-0.0304
jusuf nurkic,5,-0.0155,-0.0243,-0.0232,-0.0119,-0.0169,-0.0236,-0.0191,-0.0321
karl anthony towns,1,-0.0281,-0.0352,-0.0494,-0.038,-0.0251,-0.0263,0.0137,0.016
karl anthony towns,2,-0.0304,-0.0366,-0.0584,-0.0253,-0.0303,-0.0342,0.0169,0.0195
karl anthony towns,3,-0.0193,-0.0391,-0.0622,-0.05,-0.0324,-0.0204,0.0132,0.0005
karl anthony towns,4,-0.0284,-0.0422,-0.0637,-0.0345,-0.0418,-0.0296,0.0012,-0.0366
karl anthony towns,5,-0.0245,-0.0461,-0.0697,-0.0281,-0.0395,-0.0213,-0.0158,-0.0379
karlo matkovic,1,0.017,0.0162,0.0727,0.0454,0.0196,0.0182,0.0089,0.0128
karlo matkovic,2,0.0197,0.0134,0.0488,0.0919,0.0296,0.0224,0.0071,0.027
karlo matkovic,3,0.0313,0.0285,0.0415,0.1534,0.0396,0.0322,0.0077,0.0772
karlo matkovic,4,0.0336,0.0107,0.0395,0.1458,0.0373,0.033,0.0014,0.0479
karlo matkovic,5,0.0346,0.0216,0.0446,0.1516,0.0293,0.0339,0.0016,0.0393
kasparas jakucionis,1,0.0329,0.0328,0.0564,0.189,0.0284,0.0318,0.0209,0.0365
kasparas jakucionis,2,0.0384,0.0432,0.0598,0.189,0.03,0.0324,0.0138,0.0172
kasparas jakucionis,3,0.0351,0.0534,0.0493,0.1893,0.0195,0.0275,0.01,0.0136
kasparas jakucionis,4,0.0343,0.032,0.0377,0.1882,0.022,0.0295,0.004,0.0116
kasparas jakucionis,5,0.0275,0.0227,0.0278,0.1691,0.0229,0.0271,0.0012,0.0055
kawhi leonard,1,-0.0054,-0.0274,-0.0529,-0.0229,-0.0127,-0.0133,-0.0034,-0.0095
kawhi leonard,2,-0.0212,-0.0223,-0.052,-0.0379,-0.0265,-0.0269,-0.0074,-0.0204
kawhi leonard,3,-0.0316,-0.0346,-0.0529,-0.0317,-0.028,-0.0269,-0.0146,-0.0375
kawhi leonard,4,-0.0021,-0.0305,-0.0547,-0.0484,-0.0319,-0.0212,-0.0211,-0.0452
kawhi leonard,5,-0.0041,-0.0171,-0.0489,-0.0217,-0.0318,-0.0109,-0.021,-0.0067
keaton wallace,1,0.0173,0.0142,0.0621,0.038,0.0185,0.0179,0.0009,0.0605
keaton wallace,2,0.0222,0.0173,0.0405,0.0657,0.0269,0.0197,0.0014,0.0906
keaton wallace,3,0.0249,0.0129,0.0376,0.159,0.0389,0.0238,0.004,0.091
keaton wallace,4,0.0261,0.0107,0.0395,0.1408,0.037,0.0284,0.0105,0.0398
keaton wallace,5,0.0281,-0.0017,0.0366,0.127,0.0263,0.0265,0.0049,0.0319
keegan murray,1,-0.0193,-0.0279,0.0028,-0.0293,-0.0117,-0.0162,0.018,-0.008
keegan murray,2,-0.0334,-0.0323,-0.024,-0.032,-0.0177,-0.0288,0.0226,-0.0187
keegan murray,3,-0.0184,-0.0317,-0.037,-0.0235,-0.0164,-0.0167,0.016,-0.0344
keegan murray,4,-0.0263,-0.0331,-0.0011,-0.0305,-0.0347,-0.0261,0.0315,-0.0529
keegan murray,5,-0.0256,-0.0355,-0.016,-0.0331,-0.0306,-0.0287,0.0182,-0.0141
kelel ware,1,0.0118,-0.0046,0.0346,0.0103,0.004,0.0127,0.0284,0.005
kelel ware,2,0.013,-0.0002,0.0201,0.0233,0.0007,0.0132,0.0183,-0.0029
kelel ware,3,0.0045,0.0116,0.007,0.0376,0.0048,0.0026,0.016,-0.0158
kelel ware,4,0.0046,-0.0002,-0.0089,0.0234,0.0084,0.0031,0.0049,-0.0187
kelel ware,5,0.0041,-0.0008,-0.0112,0.0116,0.0055,0.0025,0.0132,-0.0194
keldon johnson,1,-0.0138,-0.0287,-0.0217,0.0055,-0.0076,-0.013,0.0195,-0.0026
keldon johnson,2,-0.0148,-0.0111,-0.0191,-0.0033,-0.005,-0.0163,0.012,-0.0115
keldon johnson,3,-0.008,-0.0167,-0.019,0.0029,0.0002,-0.0027,0.0106,-0.0173
keldon johnson,4,-0.008,-0.0079,-0.0108,0.0035,-0.0001,-0.0066,0.0086,-0.0235
keldon johnson,5,-0.011,-0.0133,-0.0171,0.0035,-0.0094,-0.013,-0.0114,-0.0239
kelly olynyk,1,0.058,0.0413,0.0368,0.0978,0.0265,0.0534,-0.0077,0.0479
kelly olynyk,2,0.0577,0.0373,0.0465,0.1004,0.0237,0.0539,-0.0159,0.0402
kelly olynyk,3,0.063,0.0354,0.0354,0.1123,0.0226,0.0581,-0.0135,0.0404
kelly olynyk,4,0.0607,0.0483,0.0489,0.1384,0.0255,0.0554,-0.011,0.0426
kelly olynyk,5,0.0571,0.0414,0.0343,0.1336,0.0313,0.0573,-0.0209,0.0428
kelly oubre,1,-0.0112,-0.0352,-0.0333,-0.0206,-0.0289,-0.0184,-0.0033,-0.0305
kelly oubre,2,-0.0162,-0.0325,-0.0405,-0.0284,-0.0319,-0.0128,-0.0043,-0.037
kelly oubre,3,-0.0132,-0.0309,-0.0467,-0.0334,-0.0342,-0.0253,-0.0082,-0.0478
kelly oubre,4,-0.0192,-0.0308,-0.0642,-0.0306,-0.0338,-0.025,-0.0178,-0.0113
kelly oubre,5,-0.0229,-0.0338,-0.0576,-0.0385,-0.035,-0.028,-0.0163,-0.0344
kenrich williams,1,0.0318,0.0124,0.0474,0.0849,0.0248,0.0304,-0.0032,0.0177
kenrich williams,2,0.0249,0.0237,0.0501,0.0599,0.0235,0.0223,-0.0046,0.0075
kenrich williams,3,0.0421,0.0244,0.0566,0.0629,0.0302,0.0473,-0.005,0.0096
kenrich williams,4,0.061,0.0317,0.0614,0.0872,0.0373,0.0563,-0.0075,0.016
kenrich williams,5,0.0563,0.041,0.0584,0.0676,0.0305,0.0492,-0.0117,0.0159
kentavious caldwell pope,1,-0.0149,0.0133,0.0143,-0.0004,-0.0006,-0.0192,-0.0221,0.0014
kentavious caldwell pope,2,-0.0121,0.0132,0.0201,-0.0061,0.0148,-0.0151,-0.0179,0.0014
kentavious caldwell pope,3,-0.0118,0.0013,0.0091,0.002,-0.0049,-0.0076,-0.0212,-0.0062
kentavious caldwell pope,4,-0.0166,-0.0152,0.0059,-0.015,0.0012,-0.0028,-0.0216,-0.0176
kentavious caldwell pope,5,-0.0024,-0.0096,0.0109,0.0029,0.0091,-0.0145,-0.0241,-0.0213
keon ellis,1,0.0042,-0.0022,0.0255,0.0133,0.0229,0.0051,0.0002,0.0556
keon ellis,2,0.0187,0.0114,0.0298,0.0156,0.0504,0.0167,-0.0008,0.0743
keon ellis,3,0.0201,0.0153,0.0427,0.0305,0.0427,0.0187,-0.0033,0.0222
keon ellis,4,0.0271,0.0236,0.0414,0.0321,0.0341,0.0252,0.0005,0.0237
keon ellis,5,0.0233,0.0196,0.0349,0.0204,0.0211,0.0238,-0.0019,0.0135
keshad johnson,1,0.0308,0.0326,0.0482,0.1084,0.0432,0.0295,-0.0023,0.1461
keshad johnson,2,0.0322,0.0259,0.0434,0.2263,0.0383,0.0311,0.0008,0.1193
keshad johnson,3,0.036,0.0447,0.0307,0.2197,0.0366,0.0376,0.0044,0.1163
keshad johnson,4,0.0387,0.0443,0.0386,0.1614,0.0312,0.0399,0.0072,0.0536
keshad johnson,5,0.0398,0.0391,0.0425,0.1614,0.0363,0.0426,0.0043,0.0554
kevin durant,1,-0.0293,-0.0616,-0.0696,-0.0471,-0.0295,-0.0323,-0.0263,-0.0036
kevin durant,2,-0.0253,-0.0607,-0.064,-0.0331,-0.0302,-0.0283,-0.0267,-0.0081
kevin durant,3,-0.034,-0.0591,-0.0694,-0.035,-0.0432,-0.0334,-0.0284,-0.0456
kevin durant,4,-0.0216,-0.0616,-0.0672,-0.0348,-0.0456,-0.0244,-0.0301,-0.0489
kevin durant,5,-0.0319,-0.0623,-0.0676,-0.036,-0.0416,-0.0357,-0.0309,-0.0281
kevin huerter,1,-0.0041,-0.0148,-0.017,0.0069,-0.0007,0.0,-0.0037,-0.0096
kevin huerter,2,-0.0044,-0.0074,-0.028,-0.001,0.0065,-0.0065,-0.004,-0.0164
kevin huerter,3,-0.0066,-0.0096,-0.0196,0.004,0.0015,-0.0011,0.0014,-0.0218
kevin huerter,4,-0.011,-0.0105,-0.0285,-0.0037,-0.0055,-0.0125,-0.0051,-0.0272
kevin huerter,5,-0.0213,-0.0112,-0.0346,-0.0039,-0.0104,-0.0228,-0.0062,-0.0274
kevin love,1,0.0504,0.036,0.0373,0.0352,0.0195,0.0461,-0.0119,0.0114
kevin love,2,0.052,0.0365,0.0411,0.0392,0.0201,0.0471,-0.0183,0.0143
kevin love,3,0.0503,0.0368,0.0334,0.0374,0.0169,0.0452,-0.0179,0.0137
kevin love,4,0.0566,0.0435,0.0379,0.0412,0.0239,0.044,-0.0194,0.0104
kevin love,5,0.0458,0.0402,0.0293,0.032,0.0354,0.0435,-0.0216,0.01
kevin porter,1,0.0017,0.0044,-0.029,-0.0035,0.0011,0.0023,0.0042,-0.0207
kevin porter,2,-0.0113,0.0001,-0.0381,-0.0102,-0.0149,-0.0056,-0.0013,-0.0252
kevin porter,3,-0.0218,0.0027,-0.019,-0.0196,-0.0121,-0.014,-0.0091,-0.0277
kevin porter,4,-0.0142,-0.0011,-0.0432,-0.0101,-0.0063,-0.016,-0.0116,-0.0281
kevin porter,5,-0.0132,0.0076,-0.0209,-0.014,-0.0054,-0.0083,-0.0158,-0.024
kevon looney,1,0.0346,0.0193,0.0374,0.0837,0.0311,0.0345,-0.0033,0.0454
kevon looney,2,0.0323,0.0156,0.0355,0.0744,0.018,0.0285,-0.0021,0.0367
kevon looney,3,0.0356,0.0288,0.0343,0.0776,0.0115,0.028,-0.0033,0.0375
kevon looney,4,0.0358,0.0251,0.0326,0.0768,0.0096,0.0311,-0.0046,0.0402
kevon looney,5,0.0539,0.0245,0.0428,0.0759,0.0238,0.0555,-0.0065,0.0385
keyonte george,1,0.0318,-0.0182,0.0327,0.0265,0.0159,0.0312,0.0316,0.0198
keyonte george,2,0.0167,-0.0117,0.0056,-0.0053,0.0098,0.0159,0.0296,0.0097
keyonte george,3,-0.0095,-0.0178,-0.0315,-0.0122,-0.003,-0.0029,0.0306,-0.0096
keyonte george,4,-0.013,-0.0172,-0.0234,-0.0166,0.0025,-0.0107,0.0168,-0.0241
keyonte george,5,-0.0225,-0.0197,-0.0339,0.0032,-0.0189,-0.0253,0.0142,-0.0269
khaman maluach,1,0.0478,0.0388,0.0594,0.1685,0.035,0.0484,0.0253,0.113
khaman maluach,2,0.0558,0.0465,0.0616,0.1685,0.0367,0.0526,0.0174,0.0579
khaman maluach,3,0.0448,0.0599,0.0502,0.1731,0.034,0.0445,0.0134,0.0561
khaman maluach,4,0.0574,0.0227,0.0458,0.1719,0.0334,0.0534,0.0069,0.0487
khaman maluach,5,0.0434,0.0331,0.034,0.1522,0.0322,0.0425,-0.0027,0.0246
khris middleton,1,-0.0086,-0.0227,-0.0647,-0.0122,-0.0257,-0.0084,-0.0229,-0.0353
khris middleton,2,-0.0131,-0.0284,-0.063,-0.0199,-0.0188,-0.0203,-0.0237,-0.0318
khris middleton,3,-0.0161,-0.0324,-0.067,-0.0209,-0.0157,-0.0198,-0.0251,-0.0106
khris middleton,4,-0.0078,-0.0202,-0.0612,-0.0417,-0.021,-0.0187,-0.0247,-0.0337
khris middleton,5,-0.0076,-0.0275,-0.0553,-0.0215,-0.023,-0.0164,-0.0259,-0.023
kj simpson,1,0.0265,0.0033,0.0361,0.0337,0.0235,0.0191,-0.0063,0.0229
kj simpson,2,0.0355,0.0202,0.0323,0.0465,0.0418,0.0277,-0.0048,0.0527
kj simpson,3,0.0205,0.0218,0.0155,0.0673,0.0301,0.0091,0.0021,0.0971
kj simpson,4,0.0303,0.0377,0.0369,0.088,0.0333,0.0312,0.0025,0.0406
kj simpson,5,0.0269,0.0403,0.0328,0.072,0.0246,0.0266,0.0004,0.0295
klay thompson,1,-0.0243,-0.001,0.0081,-0.0158,-0.0013,-0.0269,-0.0268,-0.0111
klay thompson,2,-0.0271,-0.0059,0.0021,-0.0179,0.0061,-0.0289,-0.0272,-0.0116
klay thompson,3,-0.0184,-0.0117,-0.0119,-0.0217,-0.0108,-0.0201,-0.0274,-0.0197
klay thompson,4,-0.0076,-0.0003,-0.0209,-0.0232,-0.0073,-0.0129,-0.029,-0.0218
klay thompson,5,-0.0062,-0.0012,-0.0253,-0.0274,-0.0022,-0.0212,-0.0297,-0.0224
kobe brown,1,0.0308,0.0245,0.0473,0.0876,0.0472,0.0298,0.0038,0.0956
kobe brown,2,0.0318,0.0294,0.0338,0.1695,0.0444,0.0327,0.0061,0.0882
kobe brown,3,0.0359,0.0399,0.0371,0.1562,0.0404,0.0378,0.0087,0.0364
kobe brown,4,0.0374,0.0456,0.0512,0.1581,0.0326,0.0393,0.0033,0.0303
kobe brown,5,0.035,0.0329,0.0364,0.1396,0.0241,0.0369,-0.004,0.0145
kobe sanders,1,0.0337,0.03,0.0475,0.0536,0.0258,0.0333,0.0231,0.1331
kobe sanders,2,0.0335,0.0388,0.0495,0.0041,0.0317,0.0298,0.016,0.0465
kobe sanders,3,0.0271,0.0551,0.0246,0.003,0.0262,0.0252,0.0105,0.0276
