player_name_clean,year_ahead,Shooting,Playmaking,Perimeter_Defense,Interior_Defense,Rebounding,Scoring,Efficiency,Impact
isaiah hartenstein,4,-0.0019,0.0003,-0.0145,-0.0347,-0.0214,-0.0153,-0.0004,-0.0298
isaiah hartenstein,5,-0.0083,-0.0077,-0.0253,-0.0252,-0.019,-0.016,-0.0016,-0.0369
isaiah jackson,1,0.0202,0.0205,0.0266,0.0121,0.0312,0.0204,0.0016,0.0106
isaiah jackson,2,0.0268,0.0255,0.0362,0.0298,0.0314,0.0281,0.004,0.0069
isaiah jackson,3,0.0292,0.0354,0.0368,0.0332,0.0273,0.0279,0.0058,0.0098
isaiah jackson,4,0.0295,0.0261,0.03,0.0169,0.0332,0.0304,0.0041,0.013
isaiah jackson,5,0.0287,0.0351,0.0383,0.0256,0.0278,0.0305,0.0038,0.0091
isaiah joe,1,0.0066,-0.0116,-0.0079,0.0372,0.0047,0.0055,0.0026,-0.0197
isaiah joe,2,-0.0076,-0.01,-0.0079,0.0343,-0.0024,-0.0079,-0.005,-0.0234
isaiah joe,3,-0.0147,-0.0123,-0.0047,0.023,-0.0047,-0.011,-0.0012,-0.0234
isaiah joe,4,-0.0085,-0.0038,0.0051,0.0313,0.0005,-0.0153,-0.0016,-0.024
isaiah joe,5,-0.0116,-0.0143,0.0022,0.0214,-0.0023,-0.0072,-0.0047,-0.0269
isaiah livers,1,0.0265,0.0158,0.0249,0.1234,0.0269,0.0285,0.0007,0.0949
isaiah livers,2,0.026,0.0183,0.0282,0.1293,0.0234,0.0295,0.0051,0.0372
isaiah livers,3,0.024,0.0366,0.0405,0.1314,0.0261,0.0257,0.0065,0.0355
isaiah livers,4,0.0243,0.019,0.0257,0.1245,0.0192,0.0254,0.0034,0.03
isaiah livers,5,0.0237,0.0211,0.0266,0.1204,0.0119,0.0206,-0.0033,0.0192
isaiah stewart,1,0.0023,-0.0002,0.0036,0.0049,0.0068,0.0009,0.0017,0.0231
isaiah stewart,2,0.0015,-0.004,0.0075,0.0101,-0.0006,-0.0025,-0.0061,0.0269
isaiah stewart,3,0.0021,-0.0035,0.009,0.0165,-0.0033,0.0064,-0.0083,-0.0026
isaiah stewart,4,0.0105,0.0041,0.0107,0.0163,0.0013,0.0075,-0.0142,-0.0089
isaiah stewart,5,0.0041,-0.0013,0.0128,0.0157,0.0152,0.0041,-0.0081,-0.0128
ivica zubac,1,-0.0142,-0.003,-0.0131,-0.0235,-0.0241,-0.0177,-0.003,-0.007
ivica zubac,2,-0.0176,-0.0191,-0.0209,-0.0286,-0.027,-0.0132,-0.001,-0.0151
ivica zubac,3,-0.0209,-0.0337,-0.0524,-0.0412,-0.0347,-0.0266,0.0033,-0.0312
ivica zubac,4,-0.0223,-0.0206,-0.0415,-0.0251,-0.0327,-0.0228,-0.0048,-0.0402
ivica zubac,5,-0.0294,-0.0191,-0.0537,-0.0489,-0.038,-0.0317,-0.0073,-0.0371
ja morant,1,-0.0059,-0.0018,-0.0374,-0.004,-0.0112,-0.0062,-0.0166,-0.02
ja morant,2,-0.0045,-0.0005,-0.0256,-0.014,-0.0056,-0.0021,-0.0192,-0.0221
ja morant,3,-0.0011,0.0018,-0.0305,-0.0155,0.0015,-0.0017,-0.0156,-0.0236
ja morant,4,-0.0052,0.0035,-0.0181,0.0024,-0.0164,-0.0042,-0.0139,-0.0236
ja morant,5,-0.0083,-0.0045,-0.0448,-0.0226,-0.0173,-0.0062,-0.0171,-0.0266
jakobe walter,1,0.0218,0.0073,0.0667,0.0419,0.0165,0.0237,-0.0018,0.0072
jakobe walter,2,0.0291,0.0222,0.0472,0.0637,0.0129,0.0307,-0.0033,0.0072
jakobe walter,3,0.0228,0.0212,0.0383,0.1201,0.0197,0.0249,-0.0048,0.0153
jakobe walter,4,0.0224,0.0395,0.0326,0.1137,0.0333,0.0254,0.0024,0.0167
jakobe walter,5,0.0241,0.0274,0.0442,0.1091,0.0335,0.0272,0.0035,0.019
jabari smith,1,0.0295,-0.0131,0.0324,-0.0217,0.0004,0.0291,0.0248,0.0142
jabari smith,2,0.0105,-0.02,-0.022,-0.0351,-0.0098,0.016,0.0244,-0.0044
jabari smith,3,0.0081,-0.0157,-0.0289,-0.0132,-0.0069,0.0056,0.0186,-0.0124
jabari smith,4,-0.0136,-0.0228,-0.0281,-0.0222,-0.0089,-0.0174,0.0168,-0.0323
jabari smith,5,-0.0162,-0.0184,-0.0375,-0.0226,-0.0196,-0.0119,0.0136,-0.0321
jabari walker,1,0.0238,0.006,0.0322,0.0712,0.0333,0.0274,-0.0036,0.0033
jabari walker,2,0.0211,0.0151,0.0251,0.1253,0.0363,0.023,0.0018,0.0166
jabari walker,3,0.03,0.0162,0.0381,0.1503,0.0363,0.0306,0.0041,0.0316
jabari walker,4,0.027,0.0189,0.0321,0.1449,0.0271,0.0267,0.0085,0.0373
jabari walker,5,0.0278,0.0218,0.0442,0.1389,0.0361,0.0297,0.0028,0.0411
jacob toppin,1,0.0414,0.0758,0.039,0.1676,0.0335,0.0425,0.0048,0.0566
jacob toppin,2,0.0444,0.0664,0.0422,0.1671,0.0342,0.0446,0.004,0.05
jacob toppin,3,0.0454,0.0652,0.0353,0.1519,0.0369,0.0474,0.0027,0.0226
jacob toppin,4,0.0428,0.0244,0.0501,0.1509,0.034,0.0446,-0.0004,0.0142
jacob toppin,5,0.038,0.0316,0.0481,0.1499,0.0325,0.0405,0.0008,0.0141
jaden hardy,1,0.0391,0.0223,0.0328,0.0804,0.0261,0.0339,0.0062,0.0638
jaden hardy,2,0.0407,0.0293,0.0341,0.1157,0.0298,0.0335,0.0133,0.061
jaden hardy,3,0.0359,0.0392,0.0418,0.1912,0.0239,0.0269,0.014,0.0645
jaden hardy,4,0.0262,0.0297,0.0367,0.1857,0.0318,0.0253,0.01,0.0666
jaden hardy,5,0.0293,0.0454,0.0396,0.1718,0.0228,0.0303,0.0005,0.058
jaden ivey,1,0.0331,0.0236,0.0326,0.131,0.0333,0.0323,0.0027,0.0912
jaden ivey,2,0.0373,0.0287,0.0382,0.1611,0.0287,0.0364,-0.0023,0.0667
jaden ivey,3,0.0252,0.0238,0.0353,0.1619,0.0273,0.0238,0.0015,0.0735
jaden ivey,4,0.0214,0.0334,0.0312,0.1729,0.026,0.0234,0.0017,0.0715
jaden ivey,5,0.0234,0.041,0.0428,0.162,0.0269,0.0262,0.0001,0.063
jaden mcdaniels,1,-0.0139,-0.0407,-0.0412,-0.0232,-0.0149,-0.0151,0.0318,-0.0033
jaden mcdaniels,2,-0.0199,-0.0585,-0.0387,-0.023,-0.0241,-0.0193,0.0327,-0.0152
jaden mcdaniels,3,-0.0169,-0.0531,-0.0349,-0.0329,-0.0232,-0.0169,0.031,-0.0251
jaden mcdaniels,4,-0.0155,-0.0333,-0.0282,-0.0168,-0.0175,-0.0154,0.0209,-0.0372
jaden mcdaniels,5,-0.0153,-0.0371,-0.0359,-0.0232,-0.0197,-0.016,0.018,-0.0365
jaesean tate,1,0.0346,0.0153,0.0532,0.104,0.0339,0.0381,0.001,0.0358
jaesean tate,2,0.032,0.0198,0.0542,0.1438,0.024,0.0322,-0.0004,0.0335
jaesean tate,3,0.0334,0.0358,0.0449,0.137,0.0292,0.0335,-0.0056,0.0329
jaesean tate,4,0.0583,0.0387,0.0572,0.1466,0.0271,0.0612,-0.0048,0.0363
jaesean tate,5,0.0608,0.0353,0.0616,0.1401,0.0408,0.0614,-0.0074,0.0358
jahmai mashack,1,0.0366,0.0288,0.0526,0.185,0.0281,0.0343,0.0282,0.1115
jahmai mashack,2,0.0391,0.0417,0.0546,0.1869,0.0291,0.0327,0.0189,0.0674
jahmai mashack,3,0.037,0.0573,0.035,0.1923,0.0251,0.0268,0.0158,0.0678
jahmai mashack,4,0.0288,0.0282,0.0353,0.1924,0.0308,0.0268,0.0032,0.059
jahmai mashack,5,0.0274,0.0299,0.0345,0.1696,0.0233,0.03,0.0082,0.0341
jahmir young,1,0.0342,0.0211,0.0507,0.2003,0.0279,0.0285,0.0076,0.0783
jahmir young,2,0.0316,0.0271,0.0543,0.2024,0.0285,0.0236,0.0033,0.0685
jahmir young,3,0.0301,0.0487,0.0434,0.1887,0.0254,0.0305,0.0068,0.0599
jahmir young,4,0.0294,0.026,0.0318,0.1745,0.0298,0.0294,-0.0019,0.033
jahmir young,5,0.0302,0.0333,0.0537,0.181,0.0266,0.0259,0.0027,0.0311
jahmyl telfort,1,0.031,0.0201,0.0444,0.1362,0.0207,0.0321,0.0258,0.1088
jahmyl telfort,2,0.0241,0.0135,0.0312,0.1389,0.0203,0.0235,0.0167,0.0569
jahmyl telfort,3,0.0223,0.0224,0.0283,0.1421,0.0209,0.0232,0.0134,0.0533
jahmyl telfort,4,0.0256,0.0042,0.0237,0.1395,0.0302,0.0271,0.0026,0.0437
jahmyl telfort,5,0.0251,0.0219,0.0218,0.1261,0.0268,0.0281,-0.0032,0.0188
jaime jaquez,1,0.0153,0.0379,0.0174,-0.0172,0.006,0.0188,0.022,-0.0048
jaime jaquez,2,0.0071,0.0358,-0.0136,-0.0229,0.0006,0.0129,0.0138,-0.015
jaime jaquez,3,-0.0103,0.0207,-0.046,-0.016,-0.0096,-0.018,0.004,-0.0209
jaime jaquez,4,-0.0108,0.0236,-0.0313,-0.0317,-0.0001,-0.0104,-0.0073,-0.0276
jaime jaquez,5,-0.0143,0.014,-0.0202,-0.0306,-0.0028,-0.0157,-0.0128,-0.0291
jake laravia,1,-0.0062,-0.0076,0.0054,-0.001,0.0036,-0.0081,0.0036,-0.0062
jake laravia,2,0.0021,-0.0081,0.0093,-0.0007,0.0013,-0.0118,0.0076,-0.0187
jake laravia,3,0.0014,-0.0122,-0.0018,0.0117,-0.0083,-0.0134,0.0012,-0.0177
jake laravia,4,0.0065,-0.0093,-0.0185,0.0288,-0.0046,-0.0067,0.0051,-0.0272
jake laravia,5,0.0059,-0.012,-0.0258,0.0133,-0.0034,0.0019,0.0023,-0.0232
jakob poeltl,1,-0.0125,-0.0178,-0.0297,-0.0062,-0.0064,-0.016,-0.0126,-0.009
jakob poeltl,2,-0.0177,-0.0155,-0.0199,-0.0277,-0.0084,-0.0125,-0.0135,-0.016
jakob poeltl,3,-0.0165,-0.0203,-0.049,-0.0308,-0.0167,-0.028,-0.0146,-0.0249
jakob poeltl,4,-0.0137,-0.0156,-0.0308,-0.0118,-0.0084,-0.0202,-0.0138,-0.0282
jakob poeltl,5,-0.0214,-0.0184,-0.0328,-0.0182,-0.0104,-0.0245,-0.0107,-0.0322
jalen brunson,1,-0.0092,-0.0396,0.0087,-0.0129,-0.0002,-0.0095,0.0204,-0.0056
jalen brunson,2,-0.0184,-0.0417,-0.0211,-0.0374,-0.0226,-0.0208,0.0153,-0.0178
jalen brunson,3,-0.012,-0.0453,-0.0578,-0.0205,-0.0271,-0.0155,0.0204,-0.0463
jalen brunson,4,-0.0266,-0.051,-0.0589,-0.042,-0.0283,-0.0217,0.0015,-0.0481
jalen brunson,5,-0.0259,-0.053,-0.0678,-0.0313,-0.0424,-0.026,-0.0087,-0.0315
jalen duren,1,0.0021,-0.0018,0.0265,-0.0083,0.0049,0.0035,0.0333,0.0036
jalen duren,2,-0.0017,0.0014,-0.0321,-0.0264,-0.0052,-0.0031,0.0308,-0.0219
jalen duren,3,-0.0088,0.0037,-0.0282,-0.025,-0.0018,-0.0067,0.023,-0.0205
jalen duren,4,-0.0184,0.0018,-0.0343,-0.0206,-0.0105,-0.0146,0.0069,-0.0341
jalen duren,5,-0.0081,0.0017,-0.0334,-0.0266,-0.0121,-0.013,-0.0086,-0.0249
jalen green,1,0.0284,0.0144,0.0317,0.1228,0.027,0.027,0.0051,0.0056
jalen green,2,0.0308,0.0244,0.038,0.1259,0.0293,0.0317,0.001,0.0103
jalen green,3,0.0237,0.0238,0.0175,0.1369,0.0152,0.0254,0.0006,0.0123
jalen green,4,0.0216,0.0239,0.0281,0.1431,0.0196,0.0233,-0.0013,0.0164
jalen green,5,0.0226,0.0383,0.0255,0.1365,0.0194,0.027,-0.0,0.0189
jalen johnson,1,-0.009,0.0159,-0.0008,-0.029,0.0024,-0.0104,0.0406,-0.0241
jalen johnson,2,-0.0176,-0.0072,-0.0076,-0.0378,-0.015,-0.0191,0.0334,-0.0281
jalen johnson,3,-0.0226,-0.0358,-0.0234,-0.0165,-0.0302,-0.024,0.0319,-0.0401
jalen johnson,4,-0.0213,-0.0579,-0.043,-0.0448,-0.0212,-0.0208,0.0329,-0.0389
jalen johnson,5,-0.0246,-0.0451,-0.0296,-0.0255,-0.0276,-0.0255,0.0247,-0.0348
jalen pickett,1,0.0383,0.0233,0.0347,0.1405,0.0373,0.0437,0.0059,0.0819
jalen pickett,2,0.0385,0.0264,0.0426,0.1658,0.0351,0.0462,0.0096,0.075
jalen pickett,3,0.0383,0.0375,0.0429,0.1482,0.0334,0.0498,0.0086,0.0418
jalen pickett,4,0.0381,0.0392,0.0468,0.1498,0.0362,0.0458,-0.0001,0.0386
jalen pickett,5,0.0368,0.0388,0.0456,0.1389,0.0259,0.0414,-0.0053,0.0393
jalen smith,1,0.0211,0.0281,0.0279,0.031,0.0259,0.0205,0.001,0.0257
jalen smith,2,0.017,0.0234,0.0225,0.0305,0.0293,0.0197,0.002,0.0262
jalen smith,3,0.0129,0.0406,0.0308,0.0197,0.0214,0.0186,-0.0033,0.026
jalen smith,4,0.0112,0.045,0.0305,0.0256,0.0314,0.0144,0.0005,0.0229
jalen smith,5,0.0118,0.0311,0.0365,0.0311,0.0243,0.0111,-0.0021,0.0199
jalen suggs,1,-0.0012,0.0154,0.0143,-0.006,-0.0106,0.01,0.0293,-0.0219
jalen suggs,2,-0.0036,0.0024,0.0168,-0.0187,-0.001,0.0056,0.0144,-0.0211
jalen suggs,3,-0.0135,-0.0021,-0.0045,-0.0161,-0.008,-0.0136,0.0137,-0.028
jalen suggs,4,-0.0192,-0.0147,-0.0235,-0.0159,-0.0193,-0.0198,-0.0032,-0.0251
jalen suggs,5,-0.0115,-0.0015,-0.0363,-0.0294,-0.0071,-0.0148,-0.004,-0.0243
jalen williams,1,-0.0022,0.0209,-0.0152,-0.0014,-0.0049,-0.0016,0.0077,-0.0149
jalen williams,2,-0.004,0.0202,-0.038,-0.0143,-0.004,-0.0022,0.0067,-0.0255
jalen williams,3,-0.0072,0.0289,-0.0254,-0.0138,-0.0091,-0.008,0.0023,-0.0208
jalen williams,4,-0.0134,-0.0008,-0.0351,-0.0174,-0.0114,-0.0101,-0.0007,-0.0281
jalen williams,5,-0.0169,-0.0088,-0.0284,-0.0311,-0.013,-0.016,-0.0004,-0.0253
jalen wilson,1,0.0111,-0.0004,0.0568,0.034,0.0259,0.0135,-0.0038,0.0402
jalen wilson,2,0.0187,0.0128,0.0341,0.0648,0.0494,0.0208,-0.0033,0.0624
jalen wilson,3,0.0329,0.0086,0.0262,0.1069,0.0343,0.0351,-0.002,0.0601
jalen wilson,4,0.0357,0.0299,0.0469,0.1462,0.0358,0.0349,0.0028,0.0446
jalen wilson,5,0.0332,0.0155,0.0363,0.1395,0.0304,0.0352,0.0029,0.0346
jamal cain,1,0.039,0.0219,0.0441,0.1666,0.0352,0.0403,0.0076,0.0666
jamal cain,2,0.0388,0.0306,0.0424,0.1447,0.0364,0.0432,0.0027,0.0362
jamal cain,3,0.0378,0.0588,0.0413,0.1509,0.0371,0.0437,0.0012,0.032
jamal cain,4,0.0387,0.0227,0.0504,0.1505,0.0319,0.0441,0.0018,0.0259
jamal cain,5,0.0407,0.0291,0.0434,0.1413,0.0283,0.0418,-0.004,0.0246
jamal murray,1,-0.0015,-0.0395,-0.0011,-0.0262,0.0026,0.0017,0.0355,-0.0075
jamal murray,2,-0.013,-0.0293,-0.0303,-0.0382,-0.0145,-0.0036,0.0335,-0.0142
jamal murray,3,-0.0355,-0.0283,-0.0471,-0.0242,-0.0312,-0.0248,0.029,-0.0398
jamal murray,4,-0.0114,-0.0345,-0.0576,-0.05,-0.0332,-0.0264,0.0235,-0.049
jamal murray,5,-0.0363,-0.0362,-0.0678,-0.0324,-0.0391,-0.0238,0.0134,-0.0321
jamal shead,1,0.0192,0.0064,0.0682,0.023,0.0069,0.0213,0.0248,0.0167
jamal shead,2,0.0267,0.0204,0.0386,0.031,0.0107,0.032,0.0177,0.0323
jamal shead,3,0.0284,0.0296,0.0249,0.0404,0.0123,0.0293,0.0084,0.0414
jamal shead,4,0.0307,0.0305,0.0142,0.0217,0.0231,0.0295,-0.0048,0.0027
jamal shead,5,0.0346,0.0231,0.0301,0.0239,0.0372,0.0355,0.0062,0.0131
jamaree bouyea,1,0.0345,0.0242,0.032,0.1342,0.0374,0.0336,0.0099,0.1473
jamaree bouyea,2,0.0372,0.0212,0.0409,0.1418,0.0343,0.0369,0.0025,0.0733
jamaree bouyea,3,0.0347,0.0395,0.0419,0.143,0.0319,0.0368,-0.0017,0.0592
jamaree bouyea,4,0.0338,0.0471,0.0407,0.1422,0.0346,0.0348,0.0001,0.0478
jamaree bouyea,5,0.0322,0.02,0.039,0.1284,0.0259,0.0313,-0.0029,0.0365
james harden,1,-0.0359,-0.0542,-0.0589,-0.0382,-0.0305,-0.0357,0.0046,-0.0071
james harden,2,-0.0196,-0.0525,-0.0613,-0.0303,-0.0361,-0.0189,-0.0038,-0.0135
james harden,3,-0.0223,-0.0581,-0.0552,-0.0304,-0.0321,-0.0194,-0.0103,-0.0419
james harden,4,-0.0228,-0.0636,-0.0639,-0.0292,-0.0404,-0.0247,-0.011,-0.0462
james harden,5,-0.0226,-0.0523,-0.0586,-0.0305,-0.0396,-0.0263,-0.033,-0.0292
james wiseman,1,0.03,0.0235,0.0238,0.0249,0.0122,0.0301,-0.0031,0.0371
james wiseman,2,0.024,0.0331,0.0106,0.004,0.0098,0.0237,-0.0011,0.0381
james wiseman,3,0.0298,0.04,0.012,0.015,0.0148,0.0315,0.0024,0.0342
james wiseman,4,0.0334,0.0245,0.0281,0.0192,0.021,0.0338,0.0007,0.0391
james wiseman,5,0.0346,0.0321,0.0198,0.0259,0.0307,0.0322,0.003,0.0329
jamir watkins,1,0.0258,0.0175,0.0429,0.1535,0.02,0.0287,0.0253,0.1447
jamir watkins,2,0.0193,0.0117,0.0327,0.1558,0.017,0.0188,0.0162,0.1099
jamir watkins,3,0.0175,0.0188,0.0291,0.1576,0.0107,0.0203,0.0126,0.1031
jamir watkins,4,0.0141,-0.0033,0.0244,0.154,0.0235,0.0216,0.0048,0.0872
jamir watkins,5,0.0163,0.0055,0.0208,0.1257,0.0315,0.0251,-0.0003,0.0314
jamison battle,1,0.0324,0.0327,0.0484,0.0714,0.0301,0.0321,0.0186,0.0275
jamison battle,2,0.0341,0.0308,0.0355,0.1808,0.0438,0.0353,0.009,0.0425
jamison battle,3,0.0378,0.0398,0.0413,0.1838,0.0339,0.0415,-0.0007,0.0773
jamison battle,4,0.0388,0.0343,0.0378,0.1432,0.0317,0.0458,0.0088,0.0446
jamison battle,5,0.0367,0.0414,0.0398,0.1463,0.0358,0.0451,-0.0008,0.0394
jarace walker,1,0.0225,-0.0227,0.0204,0.0053,0.0016,0.0205,-0.0042,0.004
jarace walker,2,0.0137,-0.0086,-0.0004,0.0025,-0.0095,0.0158,-0.0016,-0.0186
jarace walker,3,-0.0097,-0.0117,-0.0267,0.0131,-0.0058,-0.0136,0.0051,-0.0165
jarace walker,4,-0.0121,-0.0125,-0.0328,0.0179,0.0051,-0.0166,0.0045,-0.0221
jarace walker,5,-0.0205,-0.0151,-0.0231,0.0244,-0.0162,-0.0134,0.0021,-0.0224
jared mccain,1,0.0198,-0.0204,0.0482,0.0259,0.0144,0.0167,-0.0009,0.0207
jared mccain,2,0.0253,-0.004,0.0347,0.0405,0.0167,0.0187,0.0011,0.0274
jared mccain,3,0.015,-0.0051,0.0221,0.0559,0.0148,0.0106,0.0056,0.0242
jared mccain,4,0.0146,0.0098,0.0307,0.0326,0.0296,0.0154,0.0072,0.0109
jared mccain,5,0.0112,0.0154,0.0352,0.0294,0.0375,0.0116,0.0021,0.0142
jaren jackson,1,-0.0153,0.0006,0.0157,-0.0312,0.0006,-0.0158,-0.0163,-0.0062
jaren jackson,2,-0.0225,-0.0005,-0.0203,-0.0427,-0.0109,-0.0187,-0.019,-0.0158
jaren jackson,3,-0.0215,-0.003,-0.042,-0.0174,-0.0061,-0.0167,-0.0123,-0.0278
jaren jackson,4,-0.0145,-0.0002,-0.0153,-0.0297,-0.0043,-0.0103,-0.018,-0.0314
jaren jackson,5,-0.0196,-0.0062,-0.0531,-0.0397,-0.027,-0.0231,-0.0194,-0.0315
jarred vanderbilt,1,0.0274,0.0299,0.0423,0.0319,0.0323,0.0282,-0.0049,0.0196
jarred vanderbilt,2,0.0199,0.0318,0.0471,0.028,0.0362,0.0221,-0.0006,0.0229
jarred vanderbilt,3,0.0193,0.0307,0.0436,0.0257,0.0333,0.0246,0.0017,0.0179
jarred vanderbilt,4,0.0248,0.0308,0.047,0.0327,0.0328,0.0252,0.0019,0.0218
jarred vanderbilt,5,0.0232,0.0242,0.0442,0.0206,0.0281,0.0204,-0.0022,0.019
jarrett allen,1,-0.0071,-0.0026,-0.0217,-0.0151,-0.0098,-0.0035,-0.0159,-0.0076
jarrett allen,2,-0.0095,-0.0074,-0.0268,-0.0191,-0.0101,-0.0043,-0.0166,-0.0153
jarrett allen,3,-0.0124,-0.0072,-0.0221,-0.0158,-0.0105,-0.0081,-0.0131,-0.0273
jarrett allen,4,-0.0221,-0.0175,-0.0522,-0.034,-0.0165,-0.0179,-0.0136,-0.0315
jarrett allen,5,-0.0149,-0.0115,-0.0546,-0.0205,-0.0155,-0.0135,-0.02,-0.0274
jase richardson,1,0.0336,0.0341,0.0628,0.1983,0.035,0.0323,0.0284,0.1301
jase richardson,2,0.0358,0.0421,0.0667,0.1983,0.0392,0.0303,0.021,0.0806
jase richardson,3,0.0337,0.0563,0.0538,0.1986,0.0349,0.0274,0.0193,0.0784
jase richardson,4,0.0283,0.0233,0.0375,0.1941,0.03,0.0256,0.0065,0.0667
jase richardson,5,0.0273,0.0295,0.0389,0.1792,0.0313,0.0313,0.0027,0.0468
javon small,1,0.0365,0.0393,0.0568,0.1695,0.035,0.0359,0.0258,0.1431
javon small,2,0.0377,0.0523,0.0589,0.1702,0.0393,0.033,0.0188,0.1056
javon small,3,0.0314,0.0755,0.0403,0.1775,0.038,0.0284,0.0128,0.1072
javon small,4,0.0295,0.0217,0.0402,0.1787,0.0327,0.0275,0.0036,0.0992
javon small,5,0.0302,0.0375,0.0403,0.1385,0.0332,0.0364,0.0111,0.0418
javonte cooke,1,0.0362,0.0227,0.0466,0.1848,0.0254,0.0325,0.0261,0.1328
javonte cooke,2,0.0342,0.0323,0.051,0.183,0.0311,0.0294,0.0173,0.0844
javonte cooke,3,0.0295,0.0542,0.0376,0.1872,0.027,0.0261,0.0136,0.0776
javonte cooke,4,0.0255,0.0366,0.0331,0.1865,0.0398,0.0309,0.0002,0.0671
javonte cooke,5,0.0302,0.0211,0.0306,0.1617,0.0158,0.0254,-0.0104,0.0404
javonte green,1,0.0126,0.0262,0.0242,0.0025,0.0171,0.0098,-0.0082,0.0144
javonte green,2,0.0287,0.0258,0.0471,0.0128,0.0209,0.0339,-0.0127,0.0095
javonte green,3,0.0342,0.027,0.0431,0.0324,0.0357,0.0386,-0.0116,0.0114
javonte green,4,0.038,0.0212,0.0323,0.0266,0.0276,0.0375,-0.0144,0.0066
javonte green,5,0.0373,0.0229,0.0464,0.0203,0.0349,0.0333,-0.0118,0.0078
jaxson hayes,1,0.0122,0.0204,0.0448,0.0267,0.0185,0.0147,0.0006,0.0181
jaxson hayes,2,0.0165,0.0178,0.0258,0.0326,0.0207,0.0177,0.0039,0.0209
jaxson hayes,3,0.0177,0.0367,0.0372,0.0305,0.0292,0.0178,0.0031,0.0224
jaxson hayes,4,0.0171,0.0253,0.0359,0.0264,0.0309,0.0175,0.0044,0.0198
jaxson hayes,5,0.0214,0.0292,0.0472,0.0342,0.0311,0.0192,0.0026,0.0205
jay huff,1,0.0386,0.0292,0.017,0.0522,0.0394,0.0343,0.0018,0.1402
jay huff,2,0.0409,0.0345,0.0258,0.0041,0.0333,0.0387,0.001,0.0384
jay huff,3,0.036,0.037,0.0281,0.0168,0.0317,0.0341,0.0009,0.0146
jay huff,4,0.0255,0.0288,0.0274,0.0229,0.0253,0.0266,-0.0047,0.0079
jay huff,5,0.0189,0.0362,0.0241,0.023,0.0287,0.0209,-0.0051,0.0086
jaylen brown,1,-0.0098,-0.0178,-0.0282,-0.0184,-0.0178,-0.0081,0.0263,0.002
jaylen brown,2,-0.014,-0.0208,-0.0481,-0.0282,-0.0327,-0.0132,0.0156,-0.0107
jaylen brown,3,-0.0142,-0.0163,-0.0551,-0.0357,-0.0346,-0.013,0.0135,-0.0336
jaylen brown,4,-0.0187,-0.0193,-0.0613,-0.0161,-0.0356,-0.0204,-0.0018,-0.0381
jaylen brown,5,-0.0165,-0.0235,-0.0572,-0.0401,-0.0341,-0.0213,-0.011,-0.0338
jaylen clark,1,0.019,0.0208,0.0628,0.0306,0.0118,0.0216,-0.0023,0.0299
jaylen clark,2,0.0246,0.035,0.039,0.0535,0.0138,0.0271,-0.0014,0.0417
jaylen clark,3,0.0274,0.0419,0.0359,0.0732,0.0225,0.0265,-0.0018,0.0298
jaylen clark,4,0.0285,0.0165,0.0428,0.0781,0.0446,0.0286,0.0017,0.0093
jaylen clark,5,0.0296,0.0215,0.0415,0.0557,0.0385,0.031,0.0009,0.0161
jaylen wells,1,0.0117,-0.003,0.0312,-0.014,0.0068,0.0134,0.0315,0.0082
jaylen wells,2,-0.0004,-0.0,0.0048,-0.0194,-0.0012,0.0017,0.0297,-0.0114
jaylen wells,3,0.0017,0.0164,0.0003,0.0026,0.0056,0.0013,0.0306,-0.0095
jaylen wells,4,0.0027,0.0051,-0.0225,-0.0127,0.0006,-0.0006,0.0164,-0.0192
jaylen wells,5,0.0042,0.0066,-0.0279,-0.0129,-0.0048,-0.0008,0.0041,-0.0189
jaylin williams,1,0.0125,0.006,0.0417,0.0078,0.0326,0.0117,-0.0026,-0.0073
jaylin williams,2,0.0196,0.0123,0.0281,0.0114,0.0334,0.0206,-0.0036,0.0046
jaylin williams,3,0.03,0.0141,0.0328,0.0227,0.0367,0.0329,-0.0026,0.0095
jaylin williams,4,0.0303,0.0136,0.0426,0.0272,0.0265,0.0306,0.0021,0.0142
jaylin williams,5,0.0307,0.0062,0.0332,0.0196,0.0357,0.0309,0.0012,0.0143
jaylon tyson,1,-0.0153,0.0121,0.0087,0.0292,0.0019,-0.0122,0.0308,0.1278
jaylon tyson,2,-0.0148,0.0144,0.0053,-0.0005,-0.009,-0.0165,0.03,0.006
jaylon tyson,3,-0.0086,0.0085,-0.0075,-0.027,0.0056,-0.0078,0.0276,-0.0101
jaylon tyson,4,-0.0028,-0.0137,-0.0323,-0.0163,-0.004,0.001,0.0132,-0.0147
jaylon tyson,5,-0.0002,-0.022,-0.0144,-0.0139,-0.011,-0.0042,0.0053,-0.0211
jayson tatum,1,-0.0301,-0.0357,-0.0327,0.0074,-0.0212,-0.0316,-0.0018,-0.0496
jayson tatum,2,-0.0165,-0.0484,-0.0337,-0.0066,-0.0275,-0.0191,-0.0038,-0.0422
jayson tatum,3,-0.019,-0.0523,-0.0311,-0.0045,-0.0342,-0.0245,-0.0047,-0.0349
jayson tatum,4,-0.0154,-0.0452,-0.0294,-0.0134,-0.0354,-0.0205,-0.0007,-0.0392
jayson tatum,5,-0.0226,-0.048,-0.0393,-0.0134,-0.0406,-0.0218,-0.0091,-0.0169
jd davison,1,0.024,0.0109,0.0461,0.1492,0.0247,0.0255,0.009,0.1272
