,player_name_clean,year_ahead,Efficiency,Impact,Interior_Defense,Perimeter_Defense,Playmaking,Rebounding,Scoring,Shooting,bucket
1513,kobe sanders,4,73.4673392876663,60.9330664511299,57.5890569155807,63.6456135943298,48.2838437661018,38.8027938620987,53.1027028683491,61.4583576811724,young_weak
1514,kobe sanders,5,74.5359091862717,61.5254085894203,57.1577307050819,64.1422477200394,48.8878914817657,38.9550717787685,53.3469473246403,63.0619635476046,young_weak
1515,koby brea,1,75.13673,56.6165303100033,57.1005299893799,51.01454004621885,41.4973816871643,40.1256097124634,46.8171498995667,44.852681699234,young_weak
1516,koby brea,2,68.13673,58.0323020029945,58.5733226148071,53.98862609243775,42.5340001583099,38.6721558140335,48.6434567194824,43.9861797718582,young_weak
1517,koby brea,3,68.7680857624817,59.2274247963114,58.7268461791458,56.7833021578827,43.6198397874832,37.833274619442,49.5154350024109,45.4793399898586,young_weak
1518,koby brea,4,70.5331389155197,60.154172863452,58.3730277625504,57.7765929398575,44.8525819778442,37.711852418047,50.2982380610352,50.4581390945492,young_weak
1519,koby brea,5,71.9892933513927,60.6687752265615,57.4932400343599,57.84012779570005,45.8526295423508,37.7719353751955,50.9106430631523,53.7190293399868,young_weak
1520,kon knueppel,1,84.6050276777573,69.9279915302429,57.9699426291657,56.639995028244,54.4185931964321,57.2713161185913,73.13743368598941,78.9657493477325,young_good
1521,kon knueppel,2,85.2795568725891,72.790049216095,60.1865056155396,58.7943562762604,55.3196904941006,63.7189512923889,76.5583857676697,78.9769256954651,young_good
1522,kon knueppel,3,85.9481294176407,75.5756857603226,62.0906600354385,60.6479007499084,56.4288186861677,66.9506855682068,80.21207586738585,78.3179179077606,young_good
1523,kon knueppel,4,86.5463303348846,76.693799754921,62.9327601788712,61.9613649146423,57.5047827942772,68.4907606319122,83.8823374888611,77.2569633369904,young_good
1524,kon knueppel,5,87.4922250530548,77.4121636360321,63.7748603223038,62.3632352845535,58.5532360358639,68.3597880378895,84.5875475,76.867886627243,young_good
1525,kris dunn,1,76.482103479599,62.6687947335968,59.0137776262169,73.0691866589477,66.7055452598267,39.7264222732925,47.93403189334105,53.4808629737167,old_good
1526,kris dunn,2,75.8914854652634,62.8544612351189,57.4937480515842,71.4753551793983,65.5317351354294,39.1934982172394,49.06808583888245,55.2602282152443,old_good
1527,kris dunn,3,75.6879248745194,63.0714742365608,55.9737184769516,69.7991194439819,64.3579250110321,39.1119448921824,50.163513352005,57.140691815403,old_good
1528,kris dunn,4,75.7609491474381,63.2884872380028,54.4488699859982,68.1228837085655,63.4679834974937,39.0303915671253,51.29315166625215,58.9916210756569,old_good
1529,kris dunn,5,75.9196708924522,63.4352246347199,52.7663262314205,66.4466479731491,63.0134690238171,39.0589430525148,52.180708338348396,60.6038504824905,old_good
1530,kris murray,1,71.7100226842766,58.5985642747526,57.1450690044517,62.8933312243805,43.5447127128983,48.5613992979889,43.50881891934205,52.713930428924556,prime_weak
1531,kris murray,2,72.1023960077171,58.8818885759954,57.0109230293388,62.5624813384399,44.7747579122925,50.15227957276155,44.57866268841555,53.8791408547783,prime_weak
1532,kris murray,3,73.2380354666119,58.9755223543887,56.820206047451,61.5065162128792,46.0048031116867,51.172632770812996,45.7186307260208,55.1292399176979,prime_weak
